transaction_id,order_date,customer_id,acquisition_channel,gender,age,product_category,quantity,price_per_unit,total_amount
1491,2023-12-21,CUST0594,organic,Female,19,Clothing,3,91,273
1492,2023-05-25,CUST0595,organic,Male,26,Clothing,4,81,324
1493,2023-06-04,CUST0595,organic,Male,26,Electronics,4,99,396
1494,2023-06-14,CUST0595,organic,Male,26,Electronics,1,103,103
1495,2023-11-23,CUST0596,paid_search,Female,34,Electronics,2,273,546
1496,2023-12-23,CUST0596,paid_search,Female,34,Beauty,4,60,240
1497,2023-08-05,CUST0597,social,Male,53,Clothing,1,93,93
1498,2023-10-28,CUST0598,organic,Female,34,Beauty,1,10,10
1499,2023-10-31,CUST0598,organic,Female,34,Clothing,1,88,88
1500,2023-11-21,CUST0598,organic,Female,34,Electronics,1,104,104
1501,2023-11-28,CUST0598,organic,Female,34,Beauty,1,54,54
1502,2023-12-05,CUST0598,organic,Female,34,Electronics,1,129,129
1503,2023-12-12,CUST0598,organic,Female,34,Electronics,4,159,636
1504,2023-05-12,CUST0599,paid_search,Male,29,Electronics,1,366,366
1505,2023-05-26,CUST0599,paid_search,Male,29,Beauty,4,33,132
1506,2023-06-16,CUST0599,paid_search,Male,29,Electronics,4,300,1200
1507,2023-06-26,CUST0599,paid_search,Male,29,Beauty,2,10,20
1508,2023-07-06,CUST0599,paid_search,Male,29,Beauty,3,30,90
1509,2023-10-19,CUST0600,organic,Male,37,Electronics,1,344,344
1510,2023-10-26,CUST0600,organic,Male,37,Electronics,3,117,351
1511,2023-10-31,CUST0600,organic,Male,37,Clothing,2,73,146
1512,2023-11-21,CUST0600,organic,Male,37,Clothing,1,80,80
1513,2023-11-28,CUST0600,organic,Male,37,Electronics,4,388,1552
1514,2023-03-11,CUST0601,social,Male,20,Beauty,3,11,33
1515,2023-03-18,CUST0601,social,Male,20,Electronics,2,237,474
1516,2023-09-09,CUST0602,paid_search,Male,21,Beauty,1,28,28
1517,2023-10-02,CUST0603,social,Female,34,Clothing,3,66,198
1518,2023-10-05,CUST0603,social,Female,34,Electronics,1,201,201
1519,2023-07-01,CUST0604,email,Male,54,Electronics,4,386,1544
1520,2023-07-11,CUST0604,email,Male,54,Electronics,4,259,1036
1521,2023-08-10,CUST0604,email,Male,54,Beauty,1,13,13
1522,2023-06-16,CUST0605,paid_search,Female,59,Clothing,2,68,136
1523,2023-06-21,CUST0605,paid_search,Female,59,Clothing,1,50,50
1524,2023-07-12,CUST0605,paid_search,Female,59,Electronics,2,359,718
1525,2023-04-01,CUST0606,organic,Female,32,Electronics,2,366,732
1526,2023-04-15,CUST0606,organic,Female,32,Beauty,3,69,207
1527,2023-04-25,CUST0606,organic,Female,32,Beauty,4,52,208
1528,2023-05-02,CUST0606,organic,Female,32,Clothing,1,117,117
1529,2023-07-21,CUST0607,paid_search,Female,50,Electronics,4,335,1340
1530,2023-08-11,CUST0607,paid_search,Female,50,Electronics,3,329,987
1531,2023-08-25,CUST0607,paid_search,Female,50,Beauty,4,53,212
1532,2023-12-12,CUST0608,organic,Male,33,Beauty,2,37,74
1533,2023-12-22,CUST0608,organic,Male,33,Electronics,2,157,314
1534,2023-01-19,CUST0609,organic,Male,28,Electronics,2,127,254
1535,2023-01-26,CUST0609,organic,Male,28,Clothing,3,108,324
1536,2023-01-31,CUST0609,organic,Male,28,Clothing,4,75,300
1537,2023-02-03,CUST0609,organic,Male,28,Electronics,1,345,345
1538,2023-02-10,CUST0609,organic,Male,28,Electronics,4,289,1156
1539,2023-03-12,CUST0609,organic,Male,28,Electronics,2,312,624
1540,2023-02-08,CUST0610,social,Female,37,Electronics,3,122,366
1541,2023-05-06,CUST0611,social,Female,55,Electronics,4,336,1344
1542,2023-06-22,CUST0612,organic,Male,41,Electronics,3,375,1125
1543,2023-06-25,CUST0612,organic,Male,41,Clothing,4,95,380
1544,2023-07-05,CUST0612,organic,Male,41,Clothing,3,70,210
1545,2023-05-21,CUST0613,social,Male,33,Clothing,2,41,82
1546,2023-05-24,CUST0613,social,Male,33,Beauty,4,43,172
1547,2023-08-30,CUST0614,organic,Male,47,Clothing,3,79,237
1548,2023-09-06,CUST0614,organic,Male,47,Beauty,3,33,99
1549,2023-08-08,CUST0615,paid_search,Female,51,Clothing,4,39,156
1550,2023-09-07,CUST0615,paid_search,Female,51,Electronics,4,147,588
1551,2023-05-06,CUST0616,organic,Male,18,Beauty,3,36,108
1552,2023-05-16,CUST0616,organic,Male,18,Electronics,2,349,698
1553,2023-05-26,CUST0616,organic,Male,18,Clothing,1,84,84
1554,2023-06-02,CUST0616,organic,Male,18,Clothing,3,65,195
1555,2023-02-27,CUST0617,organic,Female,41,Beauty,4,63,252
1556,2023-03-04,CUST0617,organic,Female,41,Electronics,4,284,1136
1557,2023-03-07,CUST0617,organic,Female,41,Electronics,3,286,858
1558,2023-03-14,CUST0617,organic,Female,41,Electronics,2,56,112
1559,2023-03-21,CUST0617,organic,Female,41,Clothing,2,62,124
1560,2023-05-28,CUST0618,email,Female,41,Clothing,4,103,412
1561,2023-11-13,CUST0619,paid_search,Male,26,Electronics,1,92,92
1562,2023-11-16,CUST0619,paid_search,Male,26,Electronics,1,250,250
1563,2023-11-21,CUST0619,paid_search,Male,26,Clothing,3,46,138
1564,2023-01-01,CUST0620,social,Female,39,Beauty,4,34,136
1565,2023-01-22,CUST0620,social,Female,39,Beauty,4,75,300
1566,2023-02-21,CUST0620,social,Female,39,Beauty,1,18,18
1567,2023-03-03,CUST0620,social,Female,39,Clothing,3,98,294
1568,2023-03-17,CUST0620,social,Female,39,Clothing,1,40,40
1569,2023-12-14,CUST0621,social,Female,29,Beauty,2,25,50
1570,2023-12-24,CUST0621,social,Female,29,Clothing,2,45,90
1571,2023-07-09,CUST0622,social,Female,34,Clothing,4,48,192
1572,2023-07-10,CUST0623,social,Female,42,Beauty,1,55,55
1573,2023-11-08,CUST0624,paid_search,Female,45,Clothing,4,110,440
1574,2023-11-13,CUST0624,paid_search,Female,45,Electronics,3,322,966
1575,2023-04-27,CUST0625,organic,Female,32,Electronics,1,337,337
1576,2023-05-02,CUST0625,organic,Female,32,Beauty,2,68,136
1577,2023-05-14,CUST0626,social,Male,47,Clothing,4,103,412
1578,2023-02-27,CUST0627,paid_search,Male,44,Beauty,3,68,204
1579,2023-03-29,CUST0627,paid_search,Male,44,Electronics,2,316,632
1580,2023-02-13,CUST0628,organic,Male,39,Electronics,4,203,812
1581,2023-02-18,CUST0628,organic,Male,39,Clothing,2,21,42
1582,2023-02-28,CUST0628,organic,Male,39,Clothing,2,60,120
1583,2023-06-22,CUST0629,social,Male,27,Electronics,2,300,600
1584,2023-06-09,CUST0630,paid_search,Male,48,Electronics,3,368,1104
1585,2023-06-16,CUST0630,paid_search,Male,48,Beauty,3,70,210
1586,2023-07-16,CUST0630,paid_search,Male,48,Electronics,1,176,176
1587,2023-06-22,CUST0631,email,Male,44,Electronics,4,345,1380
1588,2023-06-25,CUST0631,email,Male,44,Electronics,3,67,201
1589,2023-11-13,CUST0632,email,Male,29,Beauty,3,43,129
1590,2023-11-18,CUST0632,email,Male,29,Electronics,2,156,312
1591,2023-10-30,CUST0633,social,Female,48,Clothing,1,83,83
1592,2023-05-29,CUST0634,paid_search,Female,49,Beauty,3,72,216
1593,2023-06-19,CUST0634,paid_search,Female,49,Electronics,4,111,444
1594,2023-06-22,CUST0634,paid_search,Female,49,Electronics,2,73,146
1595,2023-07-02,CUST0634,paid_search,Female,49,Electronics,3,232,696
1596,2023-03-21,CUST0635,organic,Female,49,Electronics,1,382,382
1597,2023-03-24,CUST0635,organic,Female,49,Clothing,3,78,234
1598,2023-08-01,CUST0636,social,Female,58,Clothing,3,112,336
1599,2023-08-04,CUST0636,social,Female,58,Beauty,2,70,140
1600,2023-07-22,CUST0637,social,Female,52,Clothing,4,49,196
1601,2023-07-27,CUST0637,social,Female,52,Electronics,1,311,311
1602,2023-08-10,CUST0637,social,Female,52,Clothing,1,30,30
1603,2023-08-13,CUST0637,social,Female,52,Clothing,4,111,444
1604,2023-09-09,CUST0638,social,Female,38,Clothing,4,98,392
1605,2023-08-17,CUST0639,social,Male,27,Electronics,3,100,300
1606,2023-06-13,CUST0640,social,Male,33,Electronics,3,68,204
1607,2023-08-15,CUST0641,social,Female,24,Clothing,2,100,200
1608,2023-08-22,CUST0641,social,Female,24,Clothing,3,22,66
1609,2023-08-27,CUST0641,social,Female,24,Beauty,3,40,120
1610,2023-09-26,CUST0641,social,Female,24,Electronics,2,298,596
1611,2023-05-27,CUST0642,organic,Female,21,Beauty,4,56,224
1612,2023-05-30,CUST0642,organic,Female,21,Beauty,4,26,104
1613,2023-01-20,CUST0643,email,Female,44,Beauty,3,54,162
1614,2023-01-27,CUST0643,email,Female,44,Beauty,1,69,69
1615,2023-02-16,CUST0644,social,Male,42,Clothing,2,94,188
1616,2023-02-23,CUST0644,social,Male,42,Beauty,1,79,79
1617,2023-03-16,CUST0644,social,Male,42,Beauty,4,30,120
1618,2023-08-21,CUST0645,organic,Male,48,Beauty,1,67,67
1619,2023-08-26,CUST0645,organic,Male,48,Clothing,3,47,141
1620,2023-09-02,CUST0645,organic,Male,48,Beauty,1,55,55
1621,2023-09-12,CUST0645,organic,Male,48,Beauty,4,34,136
1622,2023-09-17,CUST0645,organic,Male,48,Beauty,3,58,174
1623,2023-11-01,CUST0646,organic,Female,28,Clothing,1,65,65
1624,2023-01-14,CUST0647,social,Female,37,Clothing,3,109,327
1625,2023-05-23,CUST0648,social,Male,53,Beauty,3,21,63
1626,2023-01-01,CUST0649,organic,Male,34,Electronics,2,250,500
1627,2023-01-06,CUST0649,organic,Male,34,Clothing,4,50,200
1628,2023-02-23,CUST0650,social,Female,28,Beauty,4,63,252
1629,2023-09-16,CUST0651,organic,Female,47,Clothing,3,84,252
1630,2023-09-30,CUST0651,organic,Female,47,Electronics,1,55,55
1631,2023-10-14,CUST0651,organic,Female,47,Clothing,1,108,108
1632,2023-05-24,CUST0652,social,Male,52,Clothing,3,41,123
1633,2023-06-14,CUST0652,social,Male,52,Clothing,1,78,78
1634,2023-06-17,CUST0652,social,Male,52,Clothing,1,86,86
1635,2023-07-17,CUST0652,social,Male,52,Clothing,1,21,21
1636,2023-01-12,CUST0653,email,Female,58,Electronics,4,274,1096
1637,2023-11-26,CUST0654,paid_search,Male,55,Beauty,2,62,124
1638,2023-12-03,CUST0654,paid_search,Male,55,Electronics,2,215,430
1639,2023-12-06,CUST0654,paid_search,Male,55,Clothing,1,32,32
1640,2023-08-12,CUST0655,paid_search,Male,39,Clothing,1,106,106
1641,2023-08-19,CUST0655,paid_search,Male,39,Beauty,4,42,168
1642,2023-09-29,CUST0656,organic,Female,44,Beauty,2,47,94
1643,2023-10-02,CUST0656,organic,Female,44,Clothing,2,48,96
1644,2023-10-05,CUST0656,organic,Female,44,Clothing,2,80,160
1645,2023-10-08,CUST0656,organic,Female,44,Electronics,4,323,1292
1646,2023-11-07,CUST0656,organic,Female,44,Beauty,1,30,30
1647,2023-06-05,CUST0657,paid_search,Male,54,Electronics,4,293,1172
1648,2023-06-10,CUST0657,paid_search,Male,54,Electronics,3,325,975
1649,2023-01-08,CUST0658,paid_search,Female,52,Electronics,3,396,1188
1650,2023-01-18,CUST0658,paid_search,Female,52,Beauty,4,11,44
1651,2023-05-02,CUST0659,social,Female,21,Clothing,3,116,348
1652,2023-12-14,CUST0660,paid_search,Female,33,Beauty,1,38,38
1653,2023-12-21,CUST0660,paid_search,Female,33,Clothing,4,64,256
1654,2023-06-13,CUST0661,paid_search,Male,33,Electronics,4,254,1016
1655,2023-07-13,CUST0661,paid_search,Male,33,Electronics,3,162,486
1656,2023-07-18,CUST0661,paid_search,Male,33,Electronics,3,180,540
1657,2023-03-31,CUST0662,email,Male,38,Electronics,3,356,1068
1658,2023-05-16,CUST0663,paid_search,Male,43,Clothing,4,27,108
1659,2023-05-19,CUST0663,paid_search,Male,43,Clothing,2,65,130
1660,2023-05-29,CUST0663,paid_search,Male,43,Electronics,2,55,110
1661,2023-06-12,CUST0663,paid_search,Male,43,Electronics,4,107,428
1662,2023-06-15,CUST0663,paid_search,Male,43,Clothing,1,98,98
1663,2023-07-05,CUST0664,organic,Female,53,Beauty,3,63,189
1664,2023-11-12,CUST0665,organic,Female,36,Clothing,4,60,240
1665,2023-12-03,CUST0665,organic,Female,36,Electronics,4,273,1092
1666,2023-12-08,CUST0665,organic,Female,36,Clothing,2,46,92
1667,2023-06-27,CUST0666,email,Female,34,Electronics,3,328,984
1668,2023-07-07,CUST0666,email,Female,34,Clothing,2,33,66
1669,2023-07-10,CUST0666,email,Female,34,Electronics,1,175,175
1670,2023-07-17,CUST0666,email,Female,34,Clothing,4,44,176
1671,2023-01-28,CUST0667,paid_search,Female,43,Clothing,1,115,115
1672,2023-02-27,CUST0667,paid_search,Female,43,Beauty,4,62,248
1673,2023-03-02,CUST0667,paid_search,Female,43,Electronics,4,227,908
1674,2023-08-08,CUST0668,organic,Female,39,Clothing,1,58,58
1675,2023-08-11,CUST0668,organic,Female,39,Clothing,2,63,126
1676,2023-08-21,CUST0668,organic,Female,39,Beauty,3,14,42
1677,2023-08-31,CUST0668,organic,Female,39,Clothing,3,87,261
1678,2023-02-10,CUST0669,social,Female,45,Beauty,4,74,296
1679,2023-03-03,CUST0669,social,Female,45,Electronics,1,128,128
1680,2023-08-16,CUST0670,organic,Male,18,Clothing,4,34,136
1681,2023-08-23,CUST0670,organic,Male,18,Electronics,2,311,622
1682,2023-08-28,CUST0670,organic,Male,18,Beauty,2,78,156
1683,2023-09-02,CUST0670,organic,Male,18,Clothing,3,58,174
1684,2023-09-05,CUST0670,organic,Male,18,Electronics,1,147,147
1685,2023-07-11,CUST0671,organic,Male,53,Electronics,3,145,435
1686,2023-07-16,CUST0671,organic,Male,53,Beauty,1,55,55
1687,2023-05-25,CUST0672,organic,Female,54,Electronics,2,80,160
1688,2023-05-28,CUST0672,organic,Female,54,Clothing,4,34,136
1689,2023-05-31,CUST0672,organic,Female,54,Clothing,4,39,156
1690,2023-07-20,CUST0673,social,Male,19,Clothing,4,77,308
1691,2023-07-23,CUST0673,social,Male,19,Clothing,1,80,80
1692,2023-07-31,CUST0674,organic,Male,34,Clothing,1,29,29
1693,2023-08-30,CUST0674,organic,Male,34,Electronics,1,358,358
1694,2023-09-09,CUST0674,organic,Male,34,Clothing,3,90,270
1695,2023-08-08,CUST0675,social,Female,57,Clothing,1,95,95
1696,2023-08-15,CUST0675,social,Female,57,Electronics,4,184,736
1697,2023-08-28,CUST0676,organic,Female,55,Clothing,4,90,360
1698,2023-09-07,CUST0676,organic,Female,55,Clothing,3,23,69
1699,2023-09-12,CUST0676,organic,Female,55,Clothing,4,70,280
1700,2023-02-15,CUST0677,email,Male,38,Clothing,3,78,234
1701,2023-03-08,CUST0677,email,Male,38,Beauty,1,50,50
1702,2023-03-29,CUST0677,email,Male,38,Electronics,1,335,335
1703,2023-04-03,CUST0677,email,Male,38,Clothing,3,37,111
1704,2023-04-06,CUST0677,email,Male,38,Clothing,2,26,52
1705,2023-05-06,CUST0677,email,Male,38,Clothing,4,67,268
1706,2023-02-04,CUST0678,paid_search,Female,26,Electronics,3,214,642
1707,2023-02-07,CUST0678,paid_search,Female,26,Electronics,3,301,903
1708,2023-02-14,CUST0678,paid_search,Female,26,Electronics,3,102,306
1709,2023-09-10,CUST0679,email,Female,30,Clothing,3,64,192
1710,2023-09-20,CUST0679,email,Female,30,Clothing,1,68,68
1711,2023-03-23,CUST0680,paid_search,Female,28,Electronics,1,160,160
1712,2023-09-13,CUST0681,paid_search,Male,33,Beauty,2,56,112
1713,2023-07-16,CUST0682,paid_search,Male,33,Beauty,3,34,102
1714,2023-07-30,CUST0682,paid_search,Male,33,Clothing,3,46,138
1715,2023-10-30,CUST0683,social,Female,19,Electronics,4,200,800
1716,2023-11-02,CUST0683,social,Female,19,Electronics,1,93,93
1717,2023-01-10,CUST0684,organic,Female,59,Beauty,3,33,99
1718,2023-11-08,CUST0685,paid_search,Female,25,Clothing,3,112,336
1719,2023-11-13,CUST0685,paid_search,Female,25,Electronics,4,358,1432
1720,2023-11-20,CUST0685,paid_search,Female,25,Clothing,4,106,424
1721,2023-12-04,CUST0685,paid_search,Female,25,Electronics,2,193,386
1722,2023-10-13,CUST0686,paid_search,Female,59,Clothing,3,117,351
1723,2023-10-16,CUST0686,paid_search,Female,59,Beauty,1,75,75
1724,2023-08-30,CUST0687,email,Male,30,Beauty,2,78,156
1725,2023-09-29,CUST0687,email,Male,30,Clothing,2,114,228
1726,2023-10-29,CUST0687,email,Male,30,Electronics,4,113,452
1727,2023-11-19,CUST0687,email,Male,30,Clothing,4,28,112
1728,2023-11-24,CUST0687,email,Male,30,Electronics,2,217,434
1729,2023-11-29,CUST0687,email,Male,30,Clothing,3,95,285
1730,2023-09-08,CUST0688,organic,Male,34,Clothing,1,101,101
1731,2023-09-13,CUST0688,organic,Male,34,Beauty,3,52,156
1732,2023-09-27,CUST0688,organic,Male,34,Clothing,2,65,130
1733,2023-01-05,CUST0689,organic,Female,56,Electronics,3,178,534
1734,2023-04-29,CUST0690,organic,Male,41,Beauty,3,72,216
1735,2023-05-06,CUST0690,organic,Male,41,Beauty,3,27,81
1736,2023-06-05,CUST0690,organic,Male,41,Beauty,2,74,148
1737,2023-06-12,CUST0690,organic,Male,41,Clothing,2,39,78
1738,2023-10-16,CUST0691,organic,Male,20,Beauty,4,63,252
1739,2023-10-23,CUST0691,organic,Male,20,Clothing,4,119,476
1740,2023-03-06,CUST0692,paid_search,Female,47,Beauty,2,25,50
1741,2023-05-26,CUST0693,social,Male,30,Electronics,4,279,1116
1742,2023-06-09,CUST0693,social,Male,30,Beauty,3,16,48
1743,2023-07-09,CUST0693,social,Male,30,Clothing,3,94,282
1744,2023-08-12,CUST0694,organic,Male,36,Electronics,1,217,217
1745,2023-08-27,CUST0695,paid_search,Male,24,Beauty,2,14,28
1746,2023-09-26,CUST0695,paid_search,Male,24,Beauty,1,50,50
1747,2023-06-26,CUST0696,organic,Male,26,Clothing,4,100,400
1748,2023-07-01,CUST0696,organic,Male,26,Beauty,3,59,177
1749,2023-09-24,CUST0697,paid_search,Male,36,Clothing,3,50,150
1750,2023-09-27,CUST0697,paid_search,Male,36,Electronics,4,243,972
1751,2023-10-02,CUST0697,paid_search,Male,36,Electronics,4,310,1240
1752,2023-12-07,CUST0698,social,Female,57,Clothing,1,73,73
1753,2023-12-14,CUST0698,social,Female,57,Clothing,4,115,460
1754,2023-10-09,CUST0699,social,Female,39,Beauty,1,10,10
1755,2023-10-12,CUST0699,social,Female,39,Clothing,1,95,95
1756,2023-11-02,CUST0699,social,Female,39,Clothing,3,92,276
1757,2023-11-07,CUST0699,social,Female,39,Beauty,4,70,280
1758,2023-03-04,CUST0700,organic,Male,35,Beauty,2,16,32
1759,2023-08-05,CUST0701,social,Female,40,Electronics,2,174,348
1760,2023-08-19,CUST0701,social,Female,40,Clothing,3,23,69
1761,2023-08-29,CUST0701,social,Female,40,Clothing,3,89,267
1762,2023-09-05,CUST0701,social,Female,40,Electronics,2,224,448
1763,2023-12-08,CUST0702,organic,Male,19,Electronics,4,276,1104
1764,2023-12-22,CUST0702,organic,Male,19,Electronics,2,246,492
1765,2023-11-11,CUST0703,paid_search,Female,28,Beauty,4,60,240
1766,2023-12-02,CUST0703,paid_search,Female,28,Electronics,1,271,271
1767,2023-12-12,CUST0703,paid_search,Female,28,Clothing,4,38,152
1768,2023-12-17,CUST0703,paid_search,Female,28,Beauty,2,40,80
1769,2023-10-10,CUST0704,paid_search,Female,48,Electronics,4,71,284
1770,2023-10-31,CUST0704,paid_search,Female,48,Electronics,1,291,291
1771,2023-06-26,CUST0705,organic,Female,50,Beauty,2,46,92
1772,2023-07-26,CUST0705,organic,Female,50,Beauty,4,78,312
1773,2023-08-16,CUST0705,organic,Female,50,Electronics,4,334,1336
1774,2023-04-08,CUST0706,organic,Female,31,Clothing,1,45,45
1775,2023-04-15,CUST0707,paid_search,Male,33,Beauty,2,19,38
1776,2023-04-29,CUST0707,paid_search,Male,33,Electronics,4,219,876
1777,2023-04-09,CUST0708,organic,Male,28,Electronics,2,294,588
1778,2023-04-19,CUST0708,organic,Male,28,Electronics,4,236,944
1779,2023-05-19,CUST0708,organic,Male,28,Electronics,1,217,217
1780,2023-06-02,CUST0708,organic,Male,28,Beauty,3,71,213
1781,2023-11-07,CUST0709,paid_search,Female,50,Electronics,2,181,362
1782,2023-11-12,CUST0709,paid_search,Female,50,Beauty,1,64,64
1783,2023-12-12,CUST0709,paid_search,Female,50,Beauty,2,78,156
1784,2023-01-06,CUST0710,social,Male,24,Beauty,2,12,24
1785,2023-01-09,CUST0710,social,Male,24,Electronics,3,137,411
1786,2023-07-16,CUST0711,paid_search,Male,48,Beauty,2,21,42
1787,2023-07-23,CUST0711,paid_search,Male,48,Clothing,3,36,108
1788,2023-07-26,CUST0711,paid_search,Male,48,Clothing,3,94,282
1789,2023-08-09,CUST0711,paid_search,Male,48,Beauty,2,45,90
1790,2023-05-13,CUST0712,organic,Female,31,Electronics,1,391,391
1791,2023-05-16,CUST0712,organic,Female,31,Clothing,1,86,86
1792,2023-05-21,CUST0712,organic,Female,31,Clothing,4,118,472
1793,2023-09-16,CUST0713,organic,Female,45,Clothing,2,68,136
1794,2023-09-21,CUST0713,organic,Female,45,Beauty,3,52,156
1795,2023-09-26,CUST0713,organic,Female,45,Electronics,4,336,1344
1796,2023-01-23,CUST0714,paid_search,Female,33,Clothing,4,102,408
1797,2023-02-22,CUST0715,organic,Male,36,Beauty,1,74,74
1798,2023-03-15,CUST0715,organic,Male,36,Clothing,1,82,82
1799,2023-03-29,CUST0715,organic,Male,36,Beauty,4,27,108
1800,2023-06-14,CUST0716,social,Female,34,Electronics,2,126,252
1801,2023-06-28,CUST0716,social,Female,34,Electronics,4,170,680
1802,2023-07-21,CUST0717,paid_search,Male,43,Clothing,4,75,300
1803,2023-07-26,CUST0717,paid_search,Male,43,Clothing,4,38,152
1804,2023-08-02,CUST0717,paid_search,Male,43,Beauty,2,47,94
1805,2023-03-24,CUST0718,paid_search,Male,23,Clothing,4,44,176
1806,2023-05-25,CUST0719,paid_search,Female,26,Beauty,2,65,130
1807,2023-03-26,CUST0720,paid_search,Male,34,Electronics,2,278,556
1808,2023-04-16,CUST0720,paid_search,Male,34,Electronics,4,110,440
1809,2023-03-19,CUST0721,social,Male,48,Electronics,4,394,1576
1810,2023-04-09,CUST0721,social,Male,48,Clothing,1,70,70
1811,2023-01-01,CUST0722,organic,Female,29,Electronics,4,313,1252
1812,2023-01-11,CUST0722,organic,Female,29,Beauty,4,67,268
1813,2023-02-10,CUST0722,organic,Female,29,Clothing,4,42,168
1814,2023-02-20,CUST0723,social,Male,40,Electronics,1,316,316
1815,2023-03-02,CUST0723,social,Male,40,Electronics,1,334,334
1816,2023-06-22,CUST0724,paid_search,Male,22,Electronics,1,211,211
1817,2023-06-27,CUST0724,paid_search,Male,22,Clothing,2,116,232
1818,2023-06-30,CUST0724,paid_search,Male,22,Electronics,4,288,1152
1819,2023-07-24,CUST0725,paid_search,Male,53,Beauty,2,11,22
1820,2023-09-17,CUST0726,paid_search,Male,53,Clothing,4,94,376
1821,2023-09-20,CUST0726,paid_search,Male,53,Electronics,3,166,498
1822,2023-10-11,CUST0726,paid_search,Male,53,Electronics,1,349,349
1823,2023-10-15,CUST0727,social,Male,20,Electronics,3,395,1185
1824,2023-10-25,CUST0727,social,Male,20,Electronics,4,163,652
1825,2023-10-28,CUST0727,social,Male,20,Electronics,2,290,580
1826,2023-10-31,CUST0727,social,Male,20,Clothing,2,65,130
1827,2023-02-03,CUST0728,organic,Female,41,Beauty,2,40,80
1828,2023-12-14,CUST0729,paid_search,Female,34,Beauty,3,33,99
1829,2023-12-17,CUST0729,paid_search,Female,34,Clothing,1,54,54
1830,2023-04-05,CUST0730,organic,Male,56,Electronics,1,377,377
1831,2023-04-08,CUST0730,organic,Male,56,Beauty,1,37,37
1832,2023-04-15,CUST0730,organic,Male,56,Beauty,4,42,168
1833,2023-03-13,CUST0731,organic,Female,43,Beauty,1,25,25
1834,2023-02-08,CUST0732,social,Male,21,Beauty,2,21,42
1835,2023-02-18,CUST0732,social,Male,21,Clothing,3,109,327
1836,2023-03-11,CUST0732,social,Male,21,Beauty,1,40,40
1837,2023-06-03,CUST0733,organic,Male,29,Beauty,4,36,144
1838,2023-06-24,CUST0733,organic,Male,29,Clothing,4,78,312
1839,2023-06-27,CUST0733,organic,Male,29,Clothing,3,106,318
1840,2023-09-07,CUST0734,social,Female,18,Electronics,2,52,104
1841,2023-09-14,CUST0734,social,Female,18,Electronics,2,170,340
1842,2023-09-17,CUST0734,social,Female,18,Clothing,4,34,136
1843,2023-06-11,CUST0735,organic,Male,38,Clothing,2,94,188
1844,2023-06-14,CUST0735,organic,Male,38,Clothing,2,109,218
1845,2023-06-28,CUST0735,organic,Male,38,Electronics,3,301,903
1846,2023-04-28,CUST0736,social,Female,36,Clothing,2,20,40
1847,2023-05-08,CUST0736,social,Female,36,Beauty,3,14,42
1848,2023-05-13,CUST0736,social,Female,36,Clothing,2,25,50
1849,2023-09-16,CUST0737,social,Male,38,Beauty,3,14,42
1850,2023-10-07,CUST0737,social,Male,38,Beauty,4,37,148
1851,2023-10-12,CUST0737,social,Male,38,Beauty,3,78,234
1852,2023-11-02,CUST0738,paid_search,Female,35,Electronics,3,349,1047
1853,2023-11-07,CUST0738,paid_search,Female,35,Clothing,4,90,360
1854,2023-09-25,CUST0739,social,Male,20,Electronics,2,250,500
1855,2023-02-23,CUST0740,paid_search,Male,49,Clothing,3,42,126
1856,2023-08-24,CUST0741,social,Male,27,Beauty,3,77,231
1857,2023-08-10,CUST0742,paid_search,Female,57,Clothing,3,45,135
1858,2023-08-15,CUST0742,paid_search,Female,57,Electronics,1,119,119
1859,2023-09-08,CUST0743,email,Female,32,Beauty,3,26,78
1860,2023-09-15,CUST0743,email,Female,32,Beauty,1,64,64
1861,2023-09-22,CUST0743,email,Female,32,Beauty,2,79,158
1862,2023-10-02,CUST0743,email,Female,32,Electronics,4,181,724
1863,2023-10-05,CUST0743,email,Female,32,Electronics,4,393,1572
1864,2023-11-09,CUST0744,organic,Female,22,Electronics,4,67,268
1865,2023-11-14,CUST0744,organic,Female,22,Clothing,4,104,416
1866,2023-04-22,CUST0745,social,Male,21,Beauty,4,38,152
1867,2023-04-25,CUST0745,social,Male,21,Electronics,4,202,808
1868,2023-05-05,CUST0745,social,Male,21,Clothing,4,82,328
1869,2023-09-12,CUST0746,paid_search,Male,45,Beauty,1,23,23
1870,2023-10-12,CUST0746,paid_search,Male,45,Electronics,4,59,236
1871,2023-10-30,CUST0747,organic,Male,21,Beauty,3,48,144
1872,2023-07-26,CUST0748,organic,Female,32,Beauty,3,28,84
1873,2023-07-29,CUST0748,organic,Female,32,Beauty,1,52,52
1874,2023-08-01,CUST0748,organic,Female,32,Clothing,1,89,89
1875,2023-08-22,CUST0748,organic,Female,32,Clothing,4,84,336
1876,2023-09-21,CUST0748,organic,Female,32,Beauty,3,69,207
1877,2023-09-24,CUST0748,organic,Female,32,Beauty,2,72,144
1878,2023-08-17,CUST0749,organic,Female,34,Electronics,2,85,170
1879,2023-12-07,CUST0750,paid_search,Male,20,Electronics,2,304,608
1880,2023-03-07,CUST0751,social,Female,27,Clothing,1,85,85
1881,2023-03-16,CUST0752,paid_search,Male,59,Beauty,3,29,87
1882,2023-03-30,CUST0752,paid_search,Male,59,Clothing,2,40,80
1883,2023-04-09,CUST0752,paid_search,Male,59,Clothing,2,107,214
1884,2023-04-14,CUST0752,paid_search,Male,59,Electronics,2,215,430
